,iter_id,drnet_PEHE_out,drnet_ATE_metric_out,drnet_PEHE_in,drnet_ATE_metric_in
0,0,0.3344280270299693,0.02236842105263158,0.32053272542780314,0.018092105263157895
1,1,0.3317946944998452,0.025,0.3340999955365816,0.025219298245614037
2,2,0.31553352200482904,0.02149122807017544,0.3207037218258972,0.014912280701754385
3,3,0.32713536014874506,0.016666666666666666,0.326128270965286,0.01074561403508772
4,4,0.30779350562554625,0.021929824561403508,0.32713536014874506,0.017982456140350878
5,5,0.3196763714385853,0.015350877192982455,0.3217277916652905,0.015350877192982457
6,6,0.32308816894507403,0.007894736842105263,0.3224086978061427,0.020833333333333332
7,7,0.3344280270299693,0.030263157894736843,0.3256235583528716,0.019188596491228067
8,8,0.34092238145278553,0.025,0.33671529959664165,0.029166666666666667
9,9,0.30992358990394286,0.017982456140350878,0.3224086978061427,0.015789473684210527
10,10,0.32646431254950525,0.015350877192982455,0.3179567442720317,0.01644736842105263
11,11,0.33769081675298523,0.02894736842105263,0.3312986144399408,0.023355263157894737
12,12,0.3210454413920193,0.016228070175438595,0.31916145614362534,0.01611842105263158
13,13,0.3244428422615251,0.01842105263157895,0.31933318682925255,0.016008771929824563
14,14,0.3203616377585937,0.007894736842105263,0.32376621411677403,0.014912280701754385
15,15,0.3056485770154655,0.017982456140350878,0.32308816894507403,0.015570175438596491
16,16,0.3278050340535929,0.010964912280701754,0.3177842697574302,0.017434210526315788
17,17,0.3363894985531536,0.021929824561403508,0.31518582655817173,0.014692982456140351
18,18,0.31133554978736927,0.006578947368421052,0.334264051522671,0.023135964912280704
19,19,0.3244428422615251,0.02456140350877193,0.3329493402274507,0.023135964912280704
20,20,0.3244428422615251,0.014035087719298246,0.31830141293070663,0.016666666666666666
21,21,0.3278050340535929,0.01973684210526316,0.3203616377585937,0.01469298245614035
22,22,0.3196763714385853,0.010964912280701754,0.3224086978061427,0.015350877192982457
23,23,0.31133554978736927,0.010087719298245614,0.3218981532296071,0.017434210526315788
24,24,0.3317946944998452,0.02412280701754386,0.32478062771715754,0.019736842105263157
25,25,0.31830141293070663,0.0162280701754386,0.3217277916652905,0.014912280701754387
26,26,0.3251180622265778,0.02412280701754386,0.3181291252791501,0.014144736842105264
27,27,0.3344280270299693,0.015350877192982455,0.31605434798020576,0.016118421052631577
28,28,0.32713536014874506,0.010526315789473684,0.3177842697574302,0.017434210526315788
29,29,0.32646431254950525,0.02149122807017544,0.33261985044834697,0.024671052631578948
30,30,0.3169204892259699,0.019736842105263157,0.324611778926064,0.017653508771929824
31,31,0.31274113503640616,0.014473684210526316,0.3213867976196448,0.01644736842105263
32,32,0.33113308926626095,0.027192982456140352,0.32914029430219166,0.021271929824561404
33,33,0.3284733426658932,0.02017543859649123,0.3179567442720317,0.01469298245614035
34,34,0.31274113503640616,0.013596491228070176,0.32155733984317253,0.01655701754385965
35,35,0.3257918827675008,0.019298245614035085,0.3184736073782115,0.015021929824561403
36,36,0.33508312663335643,0.02894736842105263,0.3306360165477991,0.02225877192982456
37,37,0.3331139629026405,0.017105263157894738,0.31605434798020576,0.015899122807017545
38,38,0.3304701594936969,0.02850877192982456,0.31674745045291375,0.013048245614035088
39,39,0.3217277916652905,0.014035087719298246,0.31898963300538824,0.016666666666666666
40,40,0.3210454413920193,0.009210526315789473,0.32308816894507403,0.017105263157894735
41,41,0.30992358990394286,0.016228070175438595,0.32223860615737154,0.016337719298245616
42,42,0.33508312663335643,0.016666666666666666,0.31553352200482904,0.016008771929824563
43,43,0.3251180622265778,0.02236842105263158,0.31830141293070663,0.014473684210526316
44,44,0.3224086978061427,0.024999999999999998,0.3217277916652905,0.01425438596491228
45,45,0.33508312663335643,0.005263157894736842,0.31553352200482904,0.018859649122807017
46,46,0.3344280270299693,0.019736842105263157,0.31916145614362534,0.013925438596491228
47,47,0.31830141293070663,0.02850877192982456,0.32713536014874506,0.017982456140350878
48,48,0.3217277916652905,0.02017543859649123,0.3198478256592459,0.01524122807017544
49,49,0.3196763714385853,0.02587719298245614,0.3196763714385853,0.013596491228070174
50,50,0.3244428422615251,0.015789473684210523,0.3210454413920193,0.014473684210526317
51,51,0.3217277916652905,0.01929824561403509,0.31898963300538824,0.015350877192982455
52,52,0.3422064627646514,0.033771929824561404,0.34808372656841396,0.03432017543859649
53,53,0.3244428422615251,0.01842105263157895,0.32376621411677403,0.016447368421052634
54,54,0.3434857437221389,0.016228070175438595,0.31501183492108814,0.017434210526315788
55,55,0.3344280270299693,0.008333333333333333,0.3210454413920193,0.01513157894736842
56,56,0.3304701594936969,0.009210526315789473,0.3169204892259699,0.017982456140350878
57,57,0.32308816894507403,0.015789473684210527,0.31864570877276577,0.016228070175438595
58,58,0.3578689361185132,0.037719298245614034,0.3316294169331765,0.025328947368421055
59,59,0.3176117015830118,0.02368421052631579,0.3200191880212097,0.01425438596491228
60,60,0.31622776601683794,0.013157894736842105,0.32730290707914,0.020285087719298246
61,61,0.3244428422615251,0.016666666666666666,0.32155733984317253,0.018311403508771928
62,62,0.3210454413920193,0.017105263157894738,0.3196763714385853,0.015789473684210527
63,63,0.32980589719494313,0.013157894736842105,0.31726628364331766,0.017105263157894738
64,64,0.31483774712944423,0.014035087719298246,0.3252866482178018,0.01787280701754386
65,65,0.3203616377585937,0.02543859649122807,0.3203616377585937,0.014473684210526316
66,66,0.3134415639877515,0.013157894736842105,0.3217277916652905,0.01644736842105263
67,67,0.32980589719494313,0.010526315789473684,0.3254551468813774,0.013157894736842106
68,68,0.3176117015830118,0.012280701754385965,0.320190458671962,0.017214912280701756
