,iter_id,drnet_PEHE_out,drnet_ATE_metric_out,drnet_PEHE_in,drnet_ATE_metric_in
0,0,0.317548148115946,0.030784566961882406,0.32169316228282774,0.016389484320391428
1,1,0.324783138117438,0.0017889096565021738,0.31808555378261144,0.0027049304562081645
2,2,0.3069038512938498,0.0016012532113675489,0.3223584261604354,0.010158957027127605
3,3,0.3346255405403412,0.008119244135001247,0.3164346572340803,0.008325164341122699
4,4,0.3136398940331288,0.010806906697127902,0.3211441443964915,0.006537781082289782
5,5,0.32151499396940236,0.01744280996356617,0.3202350371639495,0.021208908422768374
6,6,0.32182475455946336,0.0008473104813642648,0.3192372969172282,0.002517762072711139
7,7,0.3235387410008441,0.019070896797143577,0.32089354702346823,0.020508241061970852
8,8,0.3308191058223437,0.03507415714690037,0.31937623141246624,0.033042390016316064
9,9,0.33021405674737847,0.020916189217384445,0.31703962389396295,0.004832491268028032
10,10,0.31172982774399893,0.005958440860635357,0.3216687967412166,0.0023451583349685147
11,11,0.30729827430723117,0.006362416830502057,0.32310592078121236,0.006549435066010214
12,12,0.3351652584008367,0.011158538733919462,0.31670328665610104,0.007284838812866885
13,13,0.3294825309987167,0.03941214296051807,0.3193563844825807,0.02885885560525614
14,14,0.3191613480496711,0.005060334997088238,0.3189832199583756,0.0009682673094957538
15,15,0.3199425246625185,0.0035170223498553546,0.31973186406872994,0.0017525629614267412
16,16,0.3266272456359649,0.011565871389680786,0.31810227367374355,0.007752815660971559
17,17,0.329160311637299,0.01038132751066434,0.31719555167420044,0.009679117186909968
18,18,0.32392294862346566,0.0020041880426568924,0.3177215824817477,0.001603205616406183
19,19,0.3215348227084003,0.0050075010788675975,0.31984113561031124,0.00867968616851916
20,20,0.3168357747071152,0.020747256984836177,0.3211848551139268,0.024239267401495262
21,21,0.31641148189216073,0.009971791571169569,0.3203362959827013,0.014903153928013094
22,22,0.31334482002804825,0.0024899011085692205,0.32069965190547933,0.014906733684045702
23,23,0.3225808281033406,0.00844247912367185,0.31926705926610494,0.009778426057381325
24,24,0.3272823142519033,0.018818499177302182,0.31863720207001617,0.015248046353410342
25,25,0.33022366771196526,0.009687972787702294,0.3176750495733802,0.005954714721526231
26,26,0.3224594450574637,0.02104775342567448,0.32033926880342317,0.019593642161048034
27,27,0.3106879876239765,0.007873722940291228,0.32249058025960453,0.0005697140641706556
28,28,0.3050749778879879,0.01987713768163271,0.32273588249803653,0.01277182323269938
29,29,0.3200175963314542,0.017874912252616986,0.3199532202094504,0.014937901165614133
30,30,0.3149416326393009,0.02055680699188981,0.3231805124504036,0.021966294593814953
31,31,0.3325900776689974,0.008698600167898755,0.3156437131571343,0.0038891094687737923
32,32,0.3221958408610059,0.003184263411451848,0.31917703636166983,0.00033026058716993656
33,33,0.3029209224121235,0.00370276566562161,0.32333923988594865,0.005598232779537507
34,34,0.30972913372737637,0.00829977405567964,0.32272657601253985,0.01077748595557192
35,35,0.3175844889636735,0.002613122802097023,0.32069509328984036,0.0051736696496638545
36,36,0.3078181313246649,0.016613899690932347,0.3229315466931555,0.011564957368465367
37,37,0.3412447546514005,0.007205283205564086,0.3148115181343362,0.014396703376009928
38,38,0.32830821372542723,0.004801826793373676,0.31760977423604697,0.005621727317032454
39,39,0.3101319078253527,0.012509415123873113,0.32213148156899435,0.006989882028204178
40,40,0.31809317290449535,0.023612933517678788,0.3212332701335488,0.02633107620079005
41,41,0.3240789146415996,0.047186315598848616,0.3235922290904676,0.033847314197766154
42,42,0.32134101007337584,0.007737995140058429,0.3187690033118743,0.0013836569120094441
43,43,0.3351713718338385,0.00423717367250407,0.3155147794717121,3.696965388626933e-05
44,44,0.32410937933510536,0.01025080590982709,0.3189360833729499,0.005371012775586884
45,45,0.3281810450042917,0.011898501885630061,0.31752097383833117,0.007815838764062184
46,46,0.31960855275302763,0.022265882303186678,0.32031986134338436,0.021405595991956558
47,47,0.3094579186629095,0.008242860385788638,0.3221359978925206,0.0002900822190241067
48,48,0.32235814105974026,0.0003911945495035582,0.31860030703339187,0.004738786586217189
49,49,0.3107263778600466,0.007509535126257361,0.32212656362597925,0.010922944838213816
50,50,0.3263121324528305,0.01872559691076739,0.3174846154841965,0.003219075325320949
51,51,0.30738383385733176,0.0008387611182243161,0.3221391856097233,0.0010943014011309867
52,52,0.33746771081199733,0.011503787985757779,0.31481713324952904,0.016971134904183838
53,53,0.3343383169145651,0.029416425848020275,0.3163072087167173,0.02108055085368585
54,54,0.3048609731514367,0.006890657923200675,0.32301038042063585,0.006995422368575081
55,55,0.32225202380097756,0.023145702474734235,0.3196234614745819,0.01691688446311705
56,56,0.3095345961583426,0.0026685796155218487,0.3214189054821852,0.009177013873857885
57,57,0.31480686379986134,0.024076475804312186,0.32240908346024894,0.02327983652960444
58,58,0.3180889276622364,0.01151633740386419,0.31969744704228714,0.0023754067653626726
59,59,0.3114468827867011,0.006988837494792646,0.3216705551846856,0.001794519296667553
60,60,0.31703716699940643,0.0052637764791909035,0.3199985151034368,0.012459113289961559
61,61,0.3253833891111669,0.004145134871073982,0.3179656785085547,0.005859474355779718
62,62,0.3121329058579984,0.00844157903144757,0.32167333532416137,0.016167768213505806
63,63,0.33398627767476247,0.005761235630499167,0.31620547686841594,0.0012478085614642809
64,64,0.33723190619436727,0.04077004838015949,0.317618552251258,0.033091439842654946
65,65,0.32421942664261305,0.0040261156236131995,0.3177773772457743,0.004414818552731159
66,66,0.3128193886411012,0.016093349296664984,0.32172568844324795,0.007702439643540664
67,67,0.3242294518812778,0.0029606333803058726,0.3181022803384127,0.006144802836831985
