,iter_id,drnet_PEHE_out,drnet_ATE_metric_out,drnet_PEHE_in,drnet_ATE_metric_in
0,0,0.31063037209869776,0.007017543859649123,0.3217277916652905,0.018421052631578946
1,1,0.32713536014874506,0.02456140350877193,0.3198478256592459,0.015460526315789473
2,2,0.31483774712944423,0.017543859649122806,0.32155733984317253,0.015460526315789473
3,3,0.33113308926626095,0.02456140350877193,0.3234273692158639,0.018201754385964913
4,4,0.33113308926626095,0.007894736842105263,0.31657431709728767,0.018201754385964913
5,5,0.3169204892259699,0.02324561403508772,0.320190458671962,0.014364035087719298
6,6,0.3176117015830118,0.013157894736842105,0.3254551468813774,0.013157894736842106
7,7,0.3196763714385853,0.007456140350877193,0.3196763714385853,0.018201754385964913
8,8,0.3284733426658932,0.008771929824561403,0.3179567442720317,0.01842105263157895
9,9,0.33508312663335643,0.021052631578947368,0.3170934335712978,0.016118421052631577
10,10,0.3210454413920193,0.013596491228070176,0.3229184351960626,0.018969298245614035
11,11,0.3203616377585937,0.011403508771929825,0.3200191880212097,0.0168859649122807
12,12,0.32308816894507403,0.014035087719298246,0.3200191880212097,0.017324561403508774
13,13,0.3460301173384524,0.02324561403508772,0.33212500288876123,0.026096491228070173
14,14,0.31483774712944423,0.01929824561403509,0.3218981532296071,0.016118421052631577
15,15,0.3402785236893603,0.0324561403508772,0.34523701494948084,0.03278508771929824
16,16,0.31483774712944423,0.014035087719298246,0.3210454413920193,0.016885964912280702
17,17,0.3224086978061427,0.0021929824561403508,0.31881771726506236,0.01962719298245614
18,18,0.33113308926626095,0.02719298245614035,0.3319598897774438,0.023355263157894737
19,19,0.31553352200482904,0.007456140350877194,0.3213867976196448,0.017763157894736842
20,20,0.33245498310218435,0.013157894736842106,0.3195048252113469,0.018750000000000003
21,21,0.32308816894507403,0.014035087719298246,0.31864570877276577,0.016666666666666666
22,22,0.32980589719494313,0.02982456140350877,0.3200191880212097,0.01118421052631579
23,23,0.3331139629026405,0.0013157894736842111,0.3229184351960626,0.01567982456140351
24,24,0.31898963300538824,0.014912280701754385,0.32223860615737154,0.017434210526315788
25,25,0.3169204892259699,0.012719298245614035,0.3207037218258972,0.017324561403508774
26,26,0.3415650255319866,0.04035087719298246,0.34934148577603913,0.03278508771929825
27,27,0.3176117015830118,0.02017543859649123,0.3242738175862026,0.01787280701754386
28,28,0.3042102227886545,0.013596491228070176,0.32325781357159444,0.016776315789473684
29,29,0.31622776601683794,0.017543859649122806,0.3210454413920193,0.0162280701754386
30,30,0.3337716416532864,0.02982456140350877,0.3490274708939061,0.03432017543859649
31,31,0.3244428422615251,0.015789473684210527,0.31864570877276577,0.016228070175438595
32,32,0.3337716416532864,0.02280701754385965,0.33769081675298523,0.02894736842105263
33,33,0.3217277916652905,0.012280701754385965,0.3200191880212097,0.01644736842105263
34,34,0.35664125175887934,0.03070175438596491,0.35401828677120767,0.042653508771929825
35,35,0.3092151922007056,0.012280701754385965,0.3229184351960626,0.01655701754385965
36,36,0.35168766046922345,0.029824561403508774,0.3397948297366949,0.03081140350877193
37,37,0.3304701594936969,0.014473684210526316,0.3179567442720317,0.015789473684210527
38,38,0.3196763714385853,0.011842105263157893,0.3200191880212097,0.017543859649122806
39,39,0.32308816894507403,0.013157894736842105,0.31864570877276577,0.016885964912280702
40,40,0.34729531394437113,0.033771929824561404,0.3372034109419375,0.028399122807017542
41,41,0.32713536014874506,0.015789473684210527,0.3176117015830118,0.016228070175438595
42,42,0.31830141293070663,0.030263157894736843,0.3212161648507178,0.011951754385964913
43,43,0.31898963300538824,0.013157894736842105,0.3207037218258972,0.017105263157894738
44,44,0.299853765528723,0.015350877192982455,0.3242738175862026,0.016337719298245613
45,45,0.3092151922007056,0.007894736842105263,0.3229184351960626,0.017653508771929824
46,46,0.3120391338480345,0.026315789473684213,0.32257869976776155,0.014364035087719298
47,47,0.3141404312187716,0.011842105263157895,0.3213867976196448,0.016885964912280702
48,48,0.33245498310218435,0.01754385964912281,0.3169204892259699,0.0162280701754386
49,49,0.3042102227886545,0.019736842105263157,0.334264051522671,0.023135964912280704
50,50,0.29394473761564405,0.019736842105263157,0.3256235583528716,0.01524122807017544
51,51,0.3560258220479412,0.025,0.3393104462691481,0.029166666666666667
52,52,0.30348848933344197,0.016666666666666666,0.3241047047624005,0.015570175438596493
53,53,0.3244428422615251,0.010526315789473684,0.3198478256592459,0.016118421052631577
54,54,0.31622776601683794,0.022807017543859647,0.3207037218258972,0.014473684210526316
55,55,0.3063652217906057,0.008771929824561403,0.3241047047624005,0.017543859649122806
56,56,0.3257918827675008,0.011403508771929825,0.31898963300538824,0.01820175438596491
57,57,0.3331139629026405,0.02236842105263158,0.3360633816577285,0.02807017543859649
58,58,0.3498119795727865,0.03903508771929824,0.34300657249086325,0.031030701754385964
59,59,0.3251180622265778,0.02236842105263158,0.3181291252791501,0.014583333333333334
60,60,0.32713536014874506,0.009649122807017544,0.3184736073782115,0.01831140350877193
61,61,0.31274113503640616,0.018859649122807017,0.32155733984317253,0.015241228070175437
62,62,0.3063652217906057,0.017543859649122806,0.3227486121839514,0.015789473684210527
63,63,0.32646431254950525,0.014473684210526316,0.31898963300538824,0.01732456140350877
64,64,0.3210454413920193,0.010087719298245614,0.31916145614362534,0.017653508771929824
65,65,0.33245498310218435,0.02105263157894737,0.3352467015157539,0.026425438596491227
66,66,0.3317946944998452,0.0021929824561403508,0.3195048252113469,0.020504385964912282
67,67,0.31898963300538824,0.007017543859649122,0.3200191880212097,0.01864035087719298
